Rank,Ranking,Combo,Stock 1,Sector 1,Stock 2,Sector 2,Stock 3,Sector 3,Stock 4,Sector 4,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Ending Value ($),Total Profit ($),Total Return %,10Y CAGR %
11,Best Profit Generator,NEM + TSLA + NVDA + ANET,NEM,Basic Materials,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,60.41065118608783,78.41750946193183,106.51307620804792,-37.911836822927434,70.13212123888829,237.21838987261944,32.42376752826039,-10.158509260157505,70.50947978181232,82.60251120066718,2022,-37.911836822927434,2020,237.21838987261944,100000.0,7352088.52107054,7252088.52107054,7252.08852107054,53.68839413339999
12,Best Profit Generator,AMZN + TSLA + NVDA + ANET,AMZN,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,18.50859036532195,91.47367773476736,128.9235541189628,-45.12349642217284,68.87533597062134,246.21128608579102,30.55157188968939,-1.5138439831699309,81.77230446792218,62.8146693053599,2022,-45.12349642217284,2020,246.21128608579102,100000.0,7346017.2733289795,7246017.2733289795,7246.017273328979,53.67569805077761
13,Best Profit Generator,WMT + TSLA + NVDA + ANET,WMT,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,23.328539492970506,98.87361345961256,111.92368112647483,-32.83565976966942,68.77384120502302,232.9778809823417,32.33537901751714,-9.47975457459452,79.42338458578145,64.08608764163385,2022,-32.83565976966942,2020,232.9778809823417,100000.0,7338809.918111166,7238809.918111166,7238.809918111166,53.66061389541961
14,Best Profit Generator,JPM + TSLA + NVDA + ANET,JPM,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,26.522693066676712,91.4475760661169,116.3599904082255,-35.8799957897102,75.21757800513376,225.76358265509998,36.60890325599917,-10.277720581275538,74.47289645130338,68.71237853022174,2022,-35.8799957897102,2020,225.76358265509998,100000.0,7335154.7373147,7235154.7373147,7235.1547373147,53.65295893154809
15,Best Profit Generator,COST + TSLA + NVDA + ANET,COST,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,15.857434660474425,90.28120524950144,120.95429000436422,-37.48214865452452,81.23644725696819,235.3138548422009,36.219805651775985,-5.9719423509250795,73.376225426384,60.1477209185185,2022,-37.48214865452452,2020,235.3138548422009,100000.0,7333907.561740561,7233907.561740561,7233.9075617405615,53.65034621391742
16,Best Profit Generator,MA + TSLA + NVDA + ANET,MA,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,19.465550115456786,86.41912875706332,114.55428937003724,-33.384329893983264,68.571290781394,232.19385272670957,39.58414444061408,-2.293541714545654,79.70459892187742,61.80505749543902,2022,-33.384329893983264,2020,232.19385272670957,100000.0,7330936.726863508,7230936.726863508,7230.936726863509,53.64412097814226
17,Best Profit Generator,AXP + TSLA + NVDA + ANET,AXP,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,23.704419973076774,95.45557861726365,115.87095102713593,-34.84892429938021,77.50230898108,226.8618049016923,32.923977882516766,-9.276816280324208,76.8373205576905,62.22382317514104,2022,-34.84892429938021,2020,226.8618049016923,100000.0,7328794.224039307,7228794.224039307,7228.794224039307,53.63963006141754
18,Best Profit Generator,GS + TSLA + NVDA + ANET,GS,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,31.365534683850434,93.38337745153973,112.67970571786236,-34.68744896621286,80.1839480403634,231.51071024737993,34.91438159886624,-17.003076813465203,69.71672662942566,68.8090469196257,2022,-34.68744896621286,2020,231.51071024737993,100000.0,7324875.623984682,7224875.623984682,7224.8756239846825,53.63141319582827
19,Best Profit Generator,RIO + TSLA + NVDA + ANET,RIO,Basic Materials,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.322470624937296,76.53602982340178,111.46795192568689,-28.100721641361034,68.18155189865196,236.20231579864935,34.17474925214198,-9.353320762878887,78.99556514954376,69.8896218879701,2022,-28.100721641361034,2020,236.20231579864935,100000.0,7322206.6947155455,7222206.6947155455,7222.206694715545,53.625814484772704
20,Best Profit Generator,ABBV + TSLA + NVDA + ANET,ABBV,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,25.47557032024911,85.09030672046246,108.64461004881042,-26.717765603031694,76.38764952705353,234.07683375570312,25.161672061307435,-8.860888855529467,82.80194252192987,62.52628086283792,2022,-26.717765603031694,2020,234.07683375570312,100000.0,7321408.869691893,7221408.869691893,7221.408869691893,53.62414050131032
21,Best Profit Generator,SPGI + TSLA + NVDA + ANET,SPGI,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,18.63294175847907,83.85937628753966,116.90205400775285,-39.81589739815363,79.45216670842407,232.4963638411784,40.36132815124772,-8.27833830912519,82.61247805762015,62.71576934899151,2022,-39.81589739815363,2020,232.4963638411784,100000.0,7320975.658596752,7220975.658596752,7220.9756585967525,53.623231476074196
22,Best Profit Generator,SONY + TSLA + NVDA + ANET,SONY,Consumer Staples,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,22.536483295552923,83.49865371636628,114.94127360560968,-42.5357402650852,74.69033567504064,239.57276583905417,35.266999452604935,-6.63214543686404,83.1094638370984,63.72878928596899,2022,-42.5357402650852,2020,239.57276583905417,100000.0,7313169.5867576115,7213169.5867576115,7213.169586757611,53.60684336306647
23,Best Profit Generator,BBVA + TSLA + NVDA + ANET,BBVA,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,55.704854214162886,83.92457502337284,124.32363000648142,-30.19565516372218,73.79527519266637,225.57040031759365,27.561546794256603,-17.686697249377016,75.55807119466657,59.74867432469648,2022,-30.19565516372218,2020,225.57040031759365,100000.0,7311126.074041538,7211126.074041538,7211.126074041537,53.602550600381214
24,Best Profit Generator,TJX + TSLA + NVDA + ANET,TJX,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,24.38765641278197,88.01646275366768,113.6257670919857,-31.03682433797855,71.48781156460845,230.21081238018962,34.483793894805046,-3.886156975332927,68.6486591335148,61.91761683763687,2022,-31.03682433797855,2020,230.21081238018962,100000.0,7299886.851080558,7199886.851080558,7199.886851080558,53.57892128909465
25,Best Profit Generator,LIN + TSLA + NVDA + ANET,LIN,Basic Materials,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,18.009927716865768,81.17090386398587,115.61752593900069,-33.818113452144075,76.62880964031606,233.6170049701157,34.55512374646901,-7.868863318448854,76.5689172050814,64.45511444286481,2022,-33.818113452144075,2020,233.6170049701157,100000.0,7299368.310987772,7199368.310987772,7199.368310987772,53.57783032185846
26,Best Profit Generator,CNQ + TSLA + NVDA + ANET,CNQ,Energy,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,20.356242259467695,80.0481104798134,114.6343711917497,-21.998098652190215,89.16986448699649,222.3829499889241,34.7256926995305,-16.311938788498107,71.54976181789038,72.97058867275813,2022,-21.998098652190215,2020,222.3829499889241,100000.0,7298384.235890353,7198384.235890353,7198.384235890353,53.57575971408153
27,Best Profit Generator,V + TSLA + NVDA + ANET,V,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,20.145688162133574,85.95512688344645,115.28030966675547,-33.57087917139384,68.20241401121216,231.4283199819089,35.62637552182865,-4.49986293240463,79.5773497636323,60.42107222348109,2022,-33.57087917139384,2020,231.4283199819089,100000.0,7296529.616543601,7196529.616543601,7196.529616543601,53.571856697451906
28,Best Profit Generator,BHP + TSLA + NVDA + ANET,BHP,Energy,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,23.736386835355333,74.21626039800393,112.82810096172861,-25.53874831188041,68.50824840742925,233.4888202037466,30.919690664215274,-5.983477399604697,76.25139283032125,70.54064601206042,2022,-25.53874831188041,2020,233.4888202037466,100000.0,7293089.1068838835,7193089.1068838835,7193.089106883883,53.56461383502251
29,Best Profit Generator,TSLA + BN + NVDA + ANET,TSLA,Industrials,BN,Real Estate,NVDA,Technology,ANET,Telecommunications,22.34084816674675,91.42022346646088,115.85327353271762,-41.37530415531125,80.48765879780348,229.27122033913335,37.96366003378003,-11.284887231072666,76.23649332054993,62.090742289226434,2022,-41.37530415531125,2020,229.27122033913335,100000.0,7291598.432299166,7191598.432299166,7191.598432299166,53.56147475470343
30,Best Profit Generator,RY + TSLA + NVDA + ANET,RY,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.506693672790764,86.32482090596159,111.75327926450746,-34.72009398881322,76.80897609363757,229.25171952636296,29.83791052770501,-11.842484706058023,73.76249089394068,68.03471846065239,2022,-34.72009398881322,2020,229.25171952636296,100000.0,7290611.284521445,7190611.284521445,7190.611284521445,53.55939568924559
31,Best Profit Generator,MCK + TSLA + NVDA + ANET,MCK,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.341700601783494,86.29395821272446,114.73692533377283,-19.764374859064183,79.33795654893282,233.91235123428868,31.47521407999683,-15.722921591515824,70.77039253943049,53.002607619833746,2022,-19.764374859064183,2020,233.91235123428868,100000.0,7287661.605495667,7187661.605495667,7187.661605495667,53.55318176015176
32,Best Profit Generator,IBN + TSLA + NVDA + ANET,IBN,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,17.353521711818455,86.95688710887293,111.15556584299486,-29.902053850500735,76.67446960139132,226.76622028383136,36.54661084656952,-7.1829123191132656,78.79129663126825,59.49450376937564,2022,-29.902053850500735,2020,226.76622028383136,100000.0,7286923.438508486,7186923.438508486,7186.9234385084865,53.55162634961719
33,Best Profit Generator,CM + TSLA + NVDA + ANET,CM,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.82976786756296,89.83319218705194,115.32847236946716,-39.43202564292266,78.47344577910619,229.4597305432235,29.210544460556513,-13.56029611978687,74.01100174933752,67.5326391201703,2022,-39.43202564292266,2020,229.4597305432235,100000.0,7285252.811968817,7185252.811968817,7185.252811968818,53.548105606003226
34,Best Profit Generator,CME + TSLA + NVDA + ANET,CME,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,22.16376091801612,84.22830868162137,116.53314240619775,-38.44176455741296,75.64857679080542,225.56130463374126,27.211164497835625,-0.585447335307741,75.8694953852918,68.56090361763388,2022,-38.44176455741296,2020,225.56130463374126,100000.0,7284313.226959471,7184313.226959471,7184.313226959471,53.54612516859474
35,Best Profit Generator,MPC + TSLA + NVDA + ANET,MPC,Energy,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,21.998441965583034,79.36148738644863,116.3183448059103,-11.063995350901914,83.53143124065943,220.30103594006928,26.30713129819935,-10.680112401266488,76.47837712065042,60.25939988493061,2022,-11.063995350901914,2020,220.30103594006928,100000.0,7282756.911425103,7182756.911425103,7182.756911425104,53.54284429378004
36,Best Profit Generator,BKNG + TSLA + NVDA + ANET,BKNG,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,19.35318229794514,90.70231389292721,127.7073736387243,-36.72045597041603,70.21130764422449,229.25977053705688,29.603421064659788,-8.842166986533506,72.41603517080561,63.82567311301609,2022,-36.72045597041603,2020,229.25977053705688,100000.0,7281993.436654705,7181993.436654705,7181.993436654704,53.54123457894651
37,Best Profit Generator,SYK + TSLA + NVDA + ANET,SYK,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,16.836058146962703,85.71109769396631,114.65326090891945,-34.57443728064092,70.83728986125269,231.6890420381298,33.62683747358632,-8.013036249984275,75.49260855564282,67.75040851408887,2022,-34.57443728064092,2020,231.6890420381298,100000.0,7281019.509048907,7181019.509048907,7181.019509048908,53.539180923597755
38,Best Profit Generator,BAC + TSLA + NVDA + ANET,BAC,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,24.21626132330451,88.83888296764448,109.90980337134502,-38.675429126693004,80.68339377980237,224.23903275343827,36.34218678734479,-12.370908913368801,76.70450840595737,68.42039343282381,2022,-38.675429126693004,2020,224.23903275343827,100000.0,7276982.733669399,7176982.733669399,7176.9827336694,53.53066621114277
39,Best Profit Generator,BLK + TSLA + NVDA + ANET,BLK,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,18.844249327679982,87.69843780021287,113.16883334081257,-37.818935030147564,75.62904471038803,238.94854730610135,32.7609650929392,-14.02192080661106,77.33298734647516,63.73774908033211,2022,-37.818935030147564,2020,238.94854730610135,100000.0,7276069.907596452,7176069.907596452,7176.069907596452,53.528740210877416
40,Best Profit Generator,COF + TSLA + NVDA + ANET,COF,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,26.61770539439716,89.93579032751802,119.78301874891224,-41.36790657266361,80.6111619052424,226.48288514782908,34.448825718380064,-14.313296312163775,71.8585927449424,66.01861786524763,2022,-41.36790657266361,2020,226.48288514782908,100000.0,7275842.920941987,7175842.920941987,7175.842920941987,53.528261250878685
41,Best Profit Generator,TSLA + WELL + NVDA + ANET,TSLA,Industrials,WELL,Real Estate,NVDA,Technology,ANET,Telecommunications,29.670637479327446,91.14257652659578,119.15064517945915,-38.013996837850215,77.5269495007253,222.8502809060249,30.55386703791232,-4.794398607370093,67.83817391080962,60.924125797647,2022,-38.013996837850215,2020,222.8502809060249,100000.0,7275155.132550814,7175155.132550814,7175.155132550814,53.526809880239014
42,Best Profit Generator,TSLA + NVDA + ANET + NEE,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,NEE,Utilities,21.074920221311466,85.7416931834963,102.38006371277017,-34.855705441076886,74.12928373726432,234.66335316858536,35.4660999492814,-5.04583828598018,76.38220457569214,64.68573652428799,2022,-34.855705441076886,2020,234.66335316858536,100000.0,7275077.728222109,7175077.728222109,7175.07772822211,53.52664653394139
43,Best Profit Generator,TSLA + PLD + NVDA + ANET,TSLA,Industrials,PLD,Real Estate,NVDA,Technology,ANET,Telecommunications,23.475657037599547,75.84478131620692,114.0985609241304,-40.55120679340208,86.36366706435939,230.83236099082592,38.761051542474526,-10.183866396431318,74.26825756717483,66.91779910258917,2022,-40.55120679340208,2020,230.83236099082592,100000.0,7274333.694383451,7174333.694383451,7174.333694383451,53.525076320098485
44,Best Profit Generator,LOW + TSLA + NVDA + ANET,LOW,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,17.124108809359353,83.62735265379749,112.21192183365636,-38.09104922857447,84.11702978956185,236.24742066864818,32.85322013251686,-8.31756558579606,76.10569967867207,58.85811953152973,2022,-38.09104922857447,2020,236.24742066864818,100000.0,7270585.286878635,7170585.286878635,7170.585286878635,53.517163457451524
45,Best Profit Generator,AZN + TSLA + NVDA + ANET,AZN,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.031646725310097,80.22173509920763,109.0632654663419,-27.930776873039235,73.21295746034113,227.92768359040153,33.7144709042193,-5.156100615113362,76.09363104235645,56.124457128938054,2022,-27.930776873039235,2020,227.92768359040153,100000.0,7267340.704542341,7167340.704542341,7167.34070454234,53.510311201235616
46,Best Profit Generator,BNY + TSLA + NVDA + ANET,BNY,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,30.817656301785107,93.35066527767599,113.33220638216194,-37.504820654973365,78.41909513381745,223.92054069199077,27.183872288493934,-11.33335596470522,71.70206407988621,64.34061234297005,2022,-37.504820654973365,2020,223.92054069199077,100000.0,7266254.2271043565,7166254.2271043565,7166.254227104357,53.50801604654205
47,Best Profit Generator,TD + TSLA + NVDA + ANET,TD,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,38.1019124309548,77.02482933081578,109.84325523102567,-35.7686574043933,78.59390705591525,228.54192572173585,29.158322644308583,-11.644435627438302,73.51490789015713,67.81600888158552,2022,-35.7686574043933,2020,228.54192572173585,100000.0,7265709.56904406,7165709.56904406,7165.70956904406,53.50686535464515
48,Best Profit Generator,ING + TSLA + NVDA + ANET,ING,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,39.27367173455841,83.43788431146326,116.67189291713282,-33.77282994215178,82.1345310004524,221.73232808858415,29.95482134480507,-18.44769360114749,76.92209098486046,62.90406702095718,2022,-33.77282994215178,2020,221.73232808858415,100000.0,7265696.376083575,7165696.376083575,7165.696376083575,53.506837481088624
49,Best Profit Generator,VRTX + TSLA + NVDA + ANET,VRTX,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,20.351133758070528,80.11810684746149,118.92822841163229,-24.844010723290474,66.51038863849368,229.13288402455416,32.82673699346944,-5.977630848470638,93.63837963532718,49.71508718650224,2022,-24.844010723290474,2020,229.13288402455416,100000.0,7265338.527804878,7165338.527804878,7165.338527804877,53.50608141625695
50,Best Profit Generator,HSBC + TSLA + NVDA + ANET,HSBC,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,34.18322448261344,88.9967535132223,118.5656322577903,-30.771777262677446,73.47196197023715,219.2205832605066,25.15443361190587,-12.63477523613598,76.79285470881457,62.50894408431758,2022,-30.771777262677446,2020,219.2205832605066,100000.0,7264220.427216654,7164220.427216654,7164.220427216654,53.50371886801979
51,Best Profit Generator,BMO + TSLA + NVDA + ANET,BMO,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,26.780796943849207,81.11992168514045,112.35893206780133,-35.819432498807835,80.00088666871667,227.98126540133742,30.671571074761612,-12.618211778453393,71.62106692176555,68.30430136175235,2022,-35.819432498807835,2020,227.98126540133742,100000.0,7261582.16099371,7161582.16099371,7161.58216099371,53.49814291002222
52,Best Profit Generator,SCHW + TSLA + NVDA + ANET,SCHW,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,26.368262169116214,82.66705159955441,104.71101949906934,-32.692852220226904,83.33881655861396,230.53913072580883,28.8888626251376,-13.230175832455021,75.57137312459236,65.33141554498582,2022,-32.692852220226904,2020,230.53913072580883,100000.0,7261269.324143635,7161269.324143635,7161.269324143635,53.49748161052277
53,Best Profit Generator,VLO + TSLA + NVDA + ANET,VLO,Energy,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,26.449746253981054,79.63616673822729,110.16890011524853,-13.98120171136968,78.34455505192551,218.22458526908147,32.36161909304363,-12.554446832819629,77.77999907247536,60.243201699359176,2022,-13.98120171136968,2020,218.22458526908147,100000.0,7261135.371304929,7161135.371304929,7161.135371304929,53.49719844248191
54,Best Profit Generator,SAN + TSLA + NVDA + ANET,SAN,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,57.611300448098504,84.1383620543401,120.25075256253017,-34.37534111626883,70.88149333079285,220.5651474682681,24.216507477435187,-15.749124147607478,75.56902521426944,63.04016383371142,2022,-34.37534111626883,2020,220.5651474682681,100000.0,7260849.408270138,7160849.408270138,7160.849408270138,53.496593918528276
55,Best Profit Generator,ABT + TSLA + NVDA + ANET,ABT,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,20.422905384441965,81.5786986167177,109.26846461921791,-37.89015625086575,75.91321355157585,234.1574531023154,30.314673616933465,-1.3562908974449677,80.79026516612109,56.99811451589713,2022,-37.89015625086575,2020,234.1574531023154,100000.0,7259466.047686695,7159466.047686695,7159.466047686695,53.49366920086591
56,Best Profit Generator,UBS + TSLA + NVDA + ANET,UBS,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,31.63413022749003,80.54966306920169,126.16611145601044,-30.87091130316317,75.63866809686917,232.02498527021163,26.583156081658636,-16.791970023717482,73.16767120032178,56.48695609884199,2022,-30.87091130316317,2020,232.02498527021163,100000.0,7259370.028016272,7159370.028016272,7159.370028016272,53.49346617630244
57,Best Profit Generator,HD + TSLA + NVDA + ANET,HD,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,14.872432898315797,84.12448523927,111.89566547212623,-38.21374276975901,83.15764955566766,233.27268609659757,32.43458326034873,-10.44564269405712,78.9364268918383,60.96363733717589,2022,-38.21374276975901,2020,233.27268609659757,100000.0,7257804.681499556,7157804.681499556,7157.804681499556,53.490156057390095
58,Best Profit Generator,MCD + TSLA + NVDA + ANET,MCD,Consumer Discretionary,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,19.178302640386892,80.40970149714563,112.46881261689731,-32.59266109602187,75.22817361993023,229.97147114532518,28.28749815665512,-7.17699062277819,79.04579285975387,61.62980018853522,2022,-32.59266109602187,2020,229.97147114532518,100000.0,7257769.465235997,7157769.465235997,7157.769465235997,53.490081580853065
59,Best Profit Generator,UNH + TSLA + NVDA + ANET,UNH,Health Care,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,8.922178630745904,79.7729543680968,108.9021246656124,-30.985626558368416,79.58206424006087,232.45981032504622,29.795401689055918,-4.990775778651413,77.7419467981034,69.68034821872921,2022,-30.985626558368416,2020,232.45981032504622,100000.0,7257608.0949212285,7157608.0949212285,7157.608094921228,53.48974030533142
60,Best Profit Generator,CB + TSLA + NVDA + ANET,CB,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,20.631816702825684,86.34713672356716,109.75233294521026,-28.726991892601063,75.24330409383884,227.49985613624068,30.529074852912025,-11.030228589730271,70.98753435240643,63.97557066403335,2022,-28.726991892601063,2020,227.49985613624068,100000.0,7255192.261403856,7155192.261403856,7155.192261403856,53.484630340595785
61,Best Profit Generator,MNST + TSLA + NVDA + ANET,MNST,Consumer Staples,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,28.673958860253148,78.18408811239796,112.07424078859661,-31.29060125541139,69.24351117870174,238.52807518793523,32.073178632369874,-14.17951622001965,78.46769716924955,57.403060439963674,2022,-31.29060125541139,2020,238.52807518793523,100000.0,7252469.907470485,7152469.907470485,7152.469907470486,53.47887018921473
62,Best Profit Generator,TSLA + EQIX + NVDA + ANET,TSLA,Industrials,EQIX,Real Estate,NVDA,Technology,ANET,Telecommunications,12.98613523042913,85.23827393802632,115.05461935859326,-38.00126501503849,73.35030310236473,233.20230951710062,42.00994988582114,-13.7252406037723,75.08211804955043,65.25128301676459,2022,-38.00126501503849,2020,233.20230951710062,100000.0,7252133.460249084,7152133.460249084,7152.133460249084,53.47815817498942
63,Best Profit Generator,EQNR + TSLA + NVDA + ANET,EQNR,Energy,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,18.72278375822134,76.38051529418547,108.508847207677,-22.016412710301694,84.41895751956397,223.7543392900451,24.546680242542145,-7.987836395464975,73.19338988170037,69.66379489738715,2022,-22.016412710301694,2020,223.7543392900451,100000.0,7251967.945760352,7151967.945760352,7151.9679457603515,53.477807890208815
64,Best Profit Generator,C + TSLA + NVDA + ANET,C,Finance,TSLA,Industrials,NVDA,Technology,ANET,Telecommunications,34.80000916909994,90.85893123566198,113.44902310791423,-38.24286827698547,68.51390579172434,222.221173726818,39.249738052062035,-15.74333254455303,74.53987060395056,64.05409652416384,2022,-38.24286827698547,2020,222.221173726818,100000.0,7250731.188729365,7150731.188729365,7150.731188729365,53.47519026519956
