Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Stock 1 Top250 Uses,Stock 2,Sector 2,Name 2,Stock 2 Top250 Uses,Stock 3,Sector 3,Name 3,Stock 3 Top250 Uses,Stock 4,Sector 4,Name 4,Stock 4 Top250 Uses,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Annual Withdrawal ($),Target Withdrawals,Withdrawals Fully Funded,Full 20Y Withdrawal Goal,Depleted Year,Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 250,Ranking Window Start,Ranking Window End,Ranking Source,Ranking Method,2006 Balance After Withdrawal ($),2007 Balance After Withdrawal ($),2008 Balance After Withdrawal ($),2009 Balance After Withdrawal ($),2010 Balance After Withdrawal ($),2011 Balance After Withdrawal ($),2012 Balance After Withdrawal ($),2013 Balance After Withdrawal ($),2014 Balance After Withdrawal ($),2015 Balance After Withdrawal ($),2016 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2025 Balance After Withdrawal ($)
11,AEM + PBR + NVO + EQIX,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.683117562086338,47.588434512954336,-33.719320296254,59.78630394166018,74.18895600174321,2008,-33.719320296254,2006,74.18895600174321,300000.0,160000.0,20,4,No,2010,656546.5250509923,0.0,656546.5250509923,356546.52505099226,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",362566.8680052296,419332.1977025941,117936.2308539353,14060.236840906931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AEM + MNST + PBR + NVO,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.663853116729456,31.629176621635935,-28.670201707674337,59.805444634696144,70.54340605445672,2008,-28.670201707674337,2006,70.54340605445672,300000.0,160000.0,20,4,No,2010,648904.8226257935,0.0,648904.8226257935,348904.8226257935,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",351630.21816337015,401924.2336059258,126691.74511908268,6763.300947830168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,AEM + PBR + HDB + NVO,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,HDB,Finance,HDFC Bank Limited Common Stock,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27545264108673,45.345985816255265,-33.304599624092454,70.34786869164904,65.09758962030092,2008,-33.304599624092454,2007,70.34786869164904,300000.0,160000.0,20,4,No,2010,647849.270692605,0.0,647849.270692605,347849.27069260494,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",335292.76886090275,411164.08563176496,114227.53311404499,6025.134078198113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,AEM + MNST + PBR + EQIX,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.758147949109694,45.225237999589574,-34.81706509277394,53.54706381435401,79.16250190528784,2008,-34.81706509277394,2006,79.16250190528784,300000.0,160000.0,20,4,No,2010,645190.085929074,0.0,645190.085929074,345190.085929074,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",377487.50571586355,419620.9812927501,113521.27109311655,4861.536125137791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,SCCO + MNST + PBR + EQIX,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8197363095118,-46.46025989273217,74.53781120301903,71.62885988977709,2008,-46.46025989273217,2009,79.8197363095118,300000.0,160000.0,20,3,No,2009,634586.7100657532,0.0,634586.7100657532,334586.7100657532,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",354886.5796693313,459411.2684081092,85967.59912920426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SCCO + MCD + PBR + EQIX,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83073411048517,-42.02868611951413,77.94931402836625,62.561628158696855,2008,-42.02868611951413,2007,77.94931402836625,300000.0,160000.0,20,3,No,2009,628250.0947509918,0.0,628250.0947509918,328250.0947509918,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",327684.8844760906,423113.00409984763,85284.16767587571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,SCCO + MNST + HDB + EQIX,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,HDB,Finance,HDFC Bank Limited Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63327349301079,-43.19149232559708,61.86657532263633,71.10970232953646,2008,-43.19149232559708,2009,75.63327349301079,300000.0,160000.0,20,3,No,2009,609980.1875131777,0.0,609980.1875131777,309980.18751317775,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",353329.10698860936,411921.72510051564,74006.58481625936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SCCO + MCD + MNST + EQIX,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.199592532612684,-33.529904495160764,54.032792187902736,67.48828703261198,2008,-33.529904495160764,2006,67.48828703261198,300000.0,160000.0,20,3,No,2009,609121.2791032599,0.0,609121.2791032599,309121.2791032599,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",342464.86109783594,367508.18781141937,84283.04342635436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,SCCO + MCD + HDB + EQIX,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71970245854666,-38.25857718989003,64.57997767996876,62.0424705984562,2008,-38.25857718989003,2009,69.71970245854666,300000.0,160000.0,20,3,No,2009,603224.8144124213,0.0,603224.8144124213,303224.8144124213,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",326127.4117953686,376740.42154107755,72604.89656026731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,SCCO + MCD + HDB + GILD,Not rebalanced,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,GILD,Health Care,Gilead Sciences Inc. Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41766206174759,-27.28229226965736,69.5515165473935,46.53909012249435,2008,-27.28229226965736,2007,69.5515165473935,300000.0,160000.0,20,3,No,2009,576733.8082152756,0.0,576733.8082152756,276733.80821527564,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",279617.2703674831,314095.32243649324,68402.9185640465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,MCD + HDB + GILD + NVDA,Not rebalanced,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,GILD,Health Care,Gilead Sciences Inc. Common Stock,10,NVDA,Technology,NVIDIA Corporation Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.512462396427242,-32.80057890799536,47.17430658754647,52.45154898863902,2008,-32.80057890799536,2006,52.45154898863902,300000.0,160000.0,20,3,No,2009,514671.302176578,0.0,514671.302176578,214671.30217657803,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",297354.6469659171,277629.6397779352,26565.510710590315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,MCD + HDB + GILD + DE,Not rebalanced,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,GILD,Health Care,Gilead Sciences Inc. Common Stock,10,DE,Industrials,Deere & Company Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.906892635039068,-27.25235515430797,63.922443239439744,37.40764887126946,2008,-27.25235515430797,2007,63.922443239439744,300000.0,160000.0,20,3,No,2009,509963.37040551164,0.0,509963.37040551164,209963.37040551164,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",252222.9466138084,253450.01649986254,24378.917864667834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,MCD + HDB + DE + T,Not rebalanced,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,DE,Industrials,Deere & Company Common Stock,10,T,Telecommunications,AT&T Inc.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.612279104722884,-34.52251253087347,57.44068785206047,45.4258712112765,2008,-34.52251253087347,2007,57.44068785206047,300000.0,160000.0,20,3,No,2009,506382.54649533104,0.0,506382.54649533104,206382.54649533104,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",276277.6136338295,274973.37528635917,20045.657346560067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MCD + HDB + DE + NVDA,Not rebalanced,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,DE,Industrials,Deere & Company Common Stock,10,NVDA,Technology,NVIDIA Corporation Common Stock,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.68222461688296,-47.55721370057559,59.8971826540444,57.1451105507766,2008,-47.55721370057559,2007,59.8971826540444,300000.0,160000.0,20,3,No,2009,505983.9439029018,0.0,505983.9439029018,205983.94390290178,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",311435.3316523298,337976.3211013549,17244.19981783998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MCD + HDB + NVDA + T,Not rebalanced,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,HDB,Finance,HDFC Bank Limited Common Stock,10,NVDA,Technology,NVIDIA Corporation Common Stock,10,T,Telecommunications,AT&T Inc.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.825099764382735,-40.00811695876383,42.13706727425019,60.46977132864606,2008,-40.00811695876383,2006,60.46977132864606,300000.0,160000.0,20,3,No,2009,505462.54289067024,0.0,505462.54289067024,205462.54289067024,10,103,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",321409.3139859382,296841.77284589905,18080.969183243695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
