Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Stock 1 Top250 Uses,Stock 2,Sector 2,Name 2,Stock 2 Top250 Uses,Stock 3,Sector 3,Name 3,Stock 3 Top250 Uses,Stock 4,Sector 4,Name 4,Stock 4 Top250 Uses,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Annual Withdrawal ($),Target Withdrawals,Withdrawals Fully Funded,Full 20Y Withdrawal Goal,Depleted Year,Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 250,Ranking Window Start,Ranking Window End,Ranking Source,Ranking Method,2006 Balance After Withdrawal ($),2007 Balance After Withdrawal ($),2008 Balance After Withdrawal ($),2009 Balance After Withdrawal ($),2010 Balance After Withdrawal ($),2011 Balance After Withdrawal ($),2012 Balance After Withdrawal ($),2013 Balance After Withdrawal ($),2014 Balance After Withdrawal ($),2015 Balance After Withdrawal ($),2016 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2025 Balance After Withdrawal ($)
12,SCCO + MCD + PBR + NVO,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,8.539443017897165,-2.160159866305731,52.277245728477546,21.141789367484655,27.763414717338676,16.117213359852638,28.221277204453973,-2.9469182924532142,37.95409318253543,31.963659076383255,5.600856478755569,-7.247749880609412,-5.458084585627525,13.511591448676151,-6.800605377788666,36.0312634940925,59.965727151605314,-29.338770648864344,83.79173134393758,53.94253230786576,2008,-29.338770648864344,2007,83.79173134393758,300000.0,160000.0,20,4,No,2010,681132.6769393143,0.0,681132.6769393143,381132.67693931435,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",301827.5969235973,394734.16605968075,118924.01440672373,30237.664403595496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,SCCO + MCD + PBR + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,14.124605915827356,6.68639450798891,44.918501926140245,10.195851617297855,16.95305679697332,16.33897986582982,38.260844953916106,-5.021245437521639,31.696495461776053,46.27788185030754,6.3285568757473865,-3.2183244490169916,-12.795655949550019,28.327901249855366,-1.582986522396757,10.29543661189948,78.11156328714597,-36.25068530092916,77.86069620652415,62.56162815869688,2008,-36.25068530092916,2009,78.11156328714597,300000.0,160000.0,20,4,No,2010,678730.2651518885,0.0,678730.2651518885,378730.2651518885,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",327684.88447609066,422822.6168927193,109546.52066178626,35115.02047738386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,SCCO + MNST + PBR + NVO,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,18.03509923776342,-4.385773251053399,51.882673900176854,22.443849208095138,21.77875227611017,24.673817402462685,32.006957680168725,-9.949443889694676,37.3759974920311,27.7369193278117,7.363687459890736,7.7473492299154945,-1.7930112649027214,19.500257999998674,3.5950639670125577,38.332014116850004,62.606378082655944,-37.5588661580679,82.57125014324815,63.00976403894599,2008,-37.5588661580679,2007,82.57125014324815,300000.0,160000.0,20,4,No,2010,677764.6242503661,0.0,677764.6242503661,377764.6242503661,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",329029.2921168379,440712.8919551908,115186.12672439031,27299.988720229303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,SCCO + PBR + NVO + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,2.3472756079394035,2.668412574574966,54.8630524701735,15.733185448468038,25.88554419977319,19.34805173162807,41.943728933619994,-9.495168273447323,33.99041837233197,35.58514190461263,8.569278861257873,0.97399355900885,-12.342478788113544,41.664765412255576,-9.269599564254765,23.433568187669493,83.86720420082935,-43.32853699535338,83.10943238915931,66.6553139862325,2008,-43.32853699535338,2009,83.86720420082935,300000.0,160000.0,20,4,No,2010,674251.1768032776,0.0,674251.1768032776,374251.1768032776,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",339965.9419586975,462509.70663702977,102111.01728970392,27748.672671604058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SCCO + MCD + MNST + PBR,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,29.812429545651373,-0.3677913176394546,41.9381233561436,16.906515376924954,12.846264873310302,21.664745536664434,28.324073700464837,-5.475521053768991,35.08207458147517,38.429659273506616,5.1229654743802495,3.555031221889653,-2.246188426339196,6.163393837598461,11.281677008870567,25.193882541079997,56.85073716897257,-30.481014463643675,77.32251396061301,58.916078211410365,2008,-30.481014463643675,2007,77.32251396061301,300000.0,160000.0,20,4,No,2010,673826.8060451538,0.0,673826.8060451538,373826.80604515376,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",316748.2346342311,401665.93257927964,119234.08157426014,27019.535905881145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,SCCO + PBR + GILD + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,10,GILD,Health Care,Gilead Sciences Inc. Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,21.300779622368523,11.322875992539796,40.654803871456714,15.976218802382945,17.49475414154077,11.839675003035673,36.73814437147506,-8.945991633349479,21.17324942739228,37.82772987536517,0.8793344463641493,3.1851819743876284,9.928854667899097,50.50598414745311,-7.0127606617142675,-0.5019787121159824,73.27385764134522,-35.609738022058764,79.19508650485253,59.77102936110177,2008,-35.609738022058764,2007,79.19508650485253,300000.0,160000.0,20,4,No,2010,662538.4009657762,0.0,662538.4009657762,362538.4009657762,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",319313.0880833053,412193.3644121948,105412.38720070227,22652.109734488477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SCCO + MCD + ISRG + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,16.515446936756913,20.93136610657726,29.407629369849428,-10.648866756358583,19.785589354740203,33.15755099329364,38.1864667688954,-4.1340697566920666,49.41095047541899,16.52740321905911,17.416414244567488,17.523613672891933,-11.160246861341902,34.74923028217629,26.361049768467936,11.071536277103142,87.84398772267824,-37.49717383520006,104.21381959112082,45.196862541789166,2008,-37.49717383520006,2007,104.21381959112082,300000.0,160000.0,20,4,No,2010,653729.8578772617,0.0,653729.8578772617,353729.8578772617,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",275590.5876253675,402794.0654233777,91757.67451370429,12361.27484813775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,SCCO + MCD + NVO + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,NVO,Health Care,Novo Nordisk A/S Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,4.5837069602583345,3.2677861519473717,36.33324369384036,1.5525140783477616,27.725984093573146,29.39300426589976,39.50371968397146,-14.97134933277147,44.80788969960658,3.3576059773847327,26.450513219539364,12.26155659811419,-1.8894999531023302,44.293899021459495,7.430760215140189,34.70901265736962,59.85503317006835,-27.257479033955082,59.35632998330574,62.51474112906739,2008,-27.257479033955082,2006,62.51474112906739,300000.0,160000.0,20,4,No,2010,646912.2294499456,0.0,646912.2294499456,346912.2294499456,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",327544.22338720213,361962.45346216595,103300.61359892663,5131.23013344832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,SCCO + MNST + ISRG + EQIX,Rebalanced annually,SCCO,Basic Materials,Southern Copper Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,26.011103156623168,18.70575272182959,29.013057541548736,-9.3468069157481,13.800926913511699,41.71415503590369,41.972147244610156,-11.136595353933528,48.83285478491466,12.300663470487564,19.179245225702655,32.51871278341684,-7.495173540617097,40.737896833498816,36.75671911326916,13.372286899860654,90.48463865372887,-45.71726934440362,102.9933383904314,54.264094272869386,2008,-45.71726934440362,2007,102.9933383904314,300000.0,160000.0,20,4,No,2010,646044.9834244197,0.0,646044.9834244197,346044.98342441965,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",302792.28281860816,454648.1632820894,86795.43790503268,5331.976261323114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,MCD + MNST + ISRG + EQIX,Rebalanced annually,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,MNST,Consumer Staples,Monster Beverage Corporation,10,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,11.34665138768954,16.385172769510763,20.272160412563945,-10.262464543265276,20.91768765928389,29.857861937353984,33.84521784157798,-1.4083158033478593,47.40553166650184,8.077896361289095,28.366953055184748,32.56981473895968,1.5579170906524613,28.674415529903236,53.83095228273554,6.146551047656967,64.24841264534064,-30.941434315955284,84.58771731718272,43.22969025710201,2008,-30.941434315955284,2007,84.58771731718272,300000.0,160000.0,20,3,No,2009,600375.5972765274,0.0,600375.5972765274,300375.59727652743,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",269689.07077130605,337812.8995906753,73288.74315300252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,MCD + ISRG + EQIX + NVDA,Rebalanced annually,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,10,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,10,EQIX,Real Estate,Equinix Inc. Common Stock REIT,10,NVDA,Technology,NVIDIA Corporation Common Stock,10,9.607937014878878,61.38895247970894,76.65553965369244,-24.257718385286722,51.32584319742641,49.05096782345515,45.80243930741278,-3.554378415689823,57.21802665281983,67.49316212938062,35.775756064964085,24.44900921365949,2.8750984010088363,22.257322327423278,32.270129826035735,-7.279629762092313,93.48595638009962,-43.937494463374364,86.1825717508257,51.10932140793382,2008,-43.937494463374364,2009,93.48595638009962,300000.0,160000.0,20,3,No,2009,589264.7245097916,0.0,589264.7245097916,289264.7245097916,10,104,2006,2025,annual_performance_20y_160k_source.csv,"Rank by full $160K withdrawals funded, then total cash delivered, then ending balance; enforce max 10 Top-250 appearances per ticker.",293327.9642238014,386125.54745621537,56471.656420966814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
