Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Stock 4 Top100 Uses,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Annual Withdrawal ($),Target Withdrawals,Withdrawals Fully Funded,Full 10Y Withdrawal Goal,Depleted Year,Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Ranking Window Start,Ranking Window End,Ranking Source,Ranking Method,2016 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2025 Balance After Withdrawal ($)
11,NEM + UNH + DHR + SHOP,Rebalanced annually,NEM,Basic Materials,Newmont Corporation,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,DHR,Industrials,Danaher Corporation Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,47.8554035281217,6.476801261078733,28.80650968403992,-26.913350410011642,30.7141782755607,72.89527283391189,71.80961486176913,14.315181559039893,51.58727099911873,66.93522782987716,2022,-26.913350410011642,2020,72.89527283391189,300000.0,160000.0,10,7,No,2023,1131303.4518985415,0.0,1131303.4518985415,831303.4518985415,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",340805.68348963145,356618.0350118265,247668.55419604987,265518.38909794524,299068.74325510015,230925.25022495055,8775.528446713404,0.0,0.0,0.0
12,NEM + BHP + DHR + SHOP,Rebalanced annually,NEM,Basic Materials,Newmont Corporation,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,DHR,Industrials,Danaher Corporation Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,62.66961173273113,0.9201072909858574,32.73248598015611,-21.46647216352364,19.64036244292907,73.92428271261225,72.9339038369285,13.322479938086609,50.09671703133658,67.79552562320836,2022,-21.46647216352364,2020,73.92428271261225,300000.0,160000.0,10,6,No,2022,1108595.3101597354,0.0,1108595.3101597354,808595.3101597354,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",343386.5768696251,355411.9786075942,242761.66815514764,259817.22976034653,291885.25322446245,189212.57487520814,0.0,0.0,0.0,0.0
13,NEM + UNH + CAT + SHOP,Rebalanced annually,NEM,Basic Materials,Newmont Corporation,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,62.843546893941095,12.727910407585355,35.603509160190015,-17.50840489958588,22.561045143537896,68.30264696269478,64.29955836211897,6.974518062916814,65.34242106155651,59.193479926055836,2022,-17.50840489958588,2020,68.30264696269478,300000.0,160000.0,10,6,No,2022,1038567.7951195497,0.0,1038567.7951195497,738567.7951195497,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",317580.4397781675,365095.1879471607,230558.81777737552,218807.11937315058,208258.1736478358,95243.39421963156,0.0,0.0,0.0,0.0
14,NEM + UNH + DE + SHOP,Rebalanced annually,NEM,Basic Materials,Newmont Corporation,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,DE,Industrials,Deere & Company Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,50.61370847803775,8.452094589826634,27.746312547953963,-15.511321142977218,25.787414089431984,76.05055473023992,63.9950375820269,10.640087770999633,60.29139253319774,58.40180588224578,2022,-15.511321142977218,2020,76.05055473023992,300000.0,160000.0,10,6,No,2022,1036532.7970733833,0.0,1036532.7970733833,736532.7970733833,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",315205.41764673736,345247.1532860371,221981.75342254905,204039.0599505516,199211.89690931287,90583.49368072976,0.0,0.0,0.0,0.0
15,BHP + UNH + CAT + SHOP,Rebalanced annually,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,26.1692825432086,8.526661343657448,41.91853391387071,-5.135316388538861,20.93717231207885,64.57307729382194,62.79548149807385,11.149549923469621,71.08433411006544,47.13161473744907,2022,-5.135316388538861,2017,71.08433411006544,300000.0,160000.0,10,5,No,2021,927197.2241025221,0.0,927197.2241025221,627197.2241025221,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",281394.8442123472,321422.4954407502,197259.6570351785,161129.80847186793,105176.28423979448,0.0,0.0,0.0,0.0,0.0
16,CME + UNH + CAT + AMAT,Rebalanced annually,CME,Finance,CME Group Inc. Class A Common Stock,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,26.650628794543337,9.697106810581463,31.50908897903968,-8.723944900903053,43.56599300262866,21.290563414497733,34.75947704800105,-1.4527180514150846,51.768761796595115,47.53679435506153,2022,-8.723944900903053,2017,51.768761796595115,300000.0,160000.0,10,3,No,2019,621507.8446448719,0.0,621507.8446448719,321507.8446448719,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",282610.3830651846,268914.279086645,105007.71281152056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,BHP + CME + CAT + AMAT,Rebalanced annually,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,CME,Finance,CME Group Inc. Class A Common Stock,5,CAT,Industrials,Caterpillar Inc. Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,41.464836999152766,4.1404128404885885,35.43506527515588,-3.2770666544150506,32.492177169997035,22.319573293198104,35.883766023160405,-2.4454196723683683,50.27820782881298,48.39709214839273,2022,-3.2770666544150506,2017,50.27820782881298,300000.0,160000.0,10,3,No,2019,618618.3217447414,0.0,618618.3217447414,318618.3217447414,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",285191.27644517814,268580.33912592934,102012.4226768302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,BHP + CME + CAT + MU,Rebalanced annually,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,CME,Finance,CME Group Inc. Class A Common Stock,5,CAT,Industrials,Caterpillar Inc. Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,86.6238899726947,3.6177815691628448,36.424595107724166,-5.373846187675192,17.634971829986352,21.44501474886122,30.79314061914704,0.5761757889013657,57.21069885782148,43.17203161943085,2022,-5.373846187675192,2025,86.6238899726947,300000.0,160000.0,10,3,No,2019,617630.4288147397,0.0,617630.4288147397,317630.4288147397,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",269516.0948582925,263708.1362610306,105227.5586955297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,BHP + CME + BA + AMAT,Rebalanced annually,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,CME,Finance,CME Group Inc. Class A Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,32.0553544133857,-10.048114942353536,38.15702323244017,-9.271655162102952,27.015868640436423,7.10356133440546,31.83992366374268,4.8195280859213,55.198540711776005,40.697818564843246,2024,-10.048114942353536,2017,55.198540711776005,300000.0,160000.0,10,3,No,2019,610070.8132376111,0.0,610070.8132376111,310070.8132376111,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",262093.45569452975,246765.2185389754,98658.1375527464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,AEM + CME + BA + AMAT,Rebalanced annually,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,CME,Finance,CME Group Inc. Class A Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,55.407255847873984,7.620522302118675,36.276770413857975,-16.183525643415972,21.08637825964551,4.806096540382047,39.25965146712315,-0.6953229477120431,49.459615901767066,45.59486734824501,2022,-16.183525643415972,2025,55.407255847873984,300000.0,160000.0,10,3,No,2019,608003.7108829353,0.0,608003.7108829353,308003.7108829353,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",276784.602044735,253681.20309129544,91917.29947216966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AEM + NFLX + BA + AMAT,Rebalanced annually,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,51.74768359113601,24.534687483929506,44.72474977629426,-23.224550090310338,16.572029394317187,23.170506790320466,42.065229324724676,1.1271852867451884,55.137467374879265,39.17116720835844,2022,-23.224550090310338,2017,55.137467374879265,300000.0,160000.0,10,3,No,2019,596776.9543230181,0.0,596776.9543230181,296776.9543230181,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",257513.50162507535,239499.9245695105,82199.53248102384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AEM + NFLX + DE + MU,Rebalanced annually,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,DE,Industrials,Deere & Company Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,94.08638073454168,33.92476817768717,35.135125039342206,-17.329657359273913,10.41750152976121,45.25986797232137,40.71392550003698,0.5494026978080715,52.09859699256596,40.85370621913598,2022,-17.329657359273913,2025,94.08638073454168,300000.0,160000.0,10,3,No,2019,593509.3967227995,0.0,593509.3967227995,293509.3967227995,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",262561.11865740793,239351.77772590378,80666.78284998148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AEM + NFLX + BA + MU,Rebalanced annually,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,96.90673656467794,24.012056212603763,45.714279608862554,-25.321329623570477,1.7148240543065052,22.29594824598358,36.97460392071131,4.148780748014922,62.06995840388776,33.94610667939655,2022,-25.321329623570477,2025,96.90673656467794,300000.0,160000.0,10,3,No,2019,591730.5243255128,0.0,591730.5243255128,291730.5243255128,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",241838.32003818965,231947.26469055493,81570.2481535839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,RIO + NFLX + DE + MU,Rebalanced annually,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,DE,Industrials,Deere & Company Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,75.32056308963536,18.575900358612806,35.65522882188269,-12.979760207441513,16.020295401774845,50.27082836124755,36.54925628458322,2.694410368167227,60.58169412179741,35.305633311643895,2022,-12.979760207441513,2025,75.32056308963536,300000.0,160000.0,10,3,No,2019,590914.3554692962,0.0,590914.3554692962,290914.3554692962,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",245916.89993493166,234897.52404731855,81226.62728981761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AEM + AMZN + DE + MU,Rebalanced annually,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,DE,Industrials,Deere & Company Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,94.09078243858548,24.25597204902232,39.07755738967098,-16.97036477713943,8.158609574905448,47.545439174432715,41.24875503428921,-2.2015021845113494,52.32355460208414,41.531172046748566,2022,-16.97036477713943,2025,94.09078243858548,300000.0,160000.0,10,3,No,2019,589732.9891102109,0.0,589732.9891102109,289732.9891102109,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",264593.5161402457,243038.24903146148,77687.75666983571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,RIO + AMZN + DE + MRVL,Rebalanced annually,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,DE,Industrials,Deere & Company Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,9.560259291058,30.094888654958964,37.53526452020759,-15.509123852693651,28.865134589692037,62.67194119337969,36.146249026990475,-0.2533094954071604,53.130432960977835,37.416344576198064,2022,-15.509123852693651,2020,62.67194119337969,300000.0,160000.0,10,3,No,2019,569443.8296766187,0.0,569443.8296766187,269443.8296766187,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",252249.0337285942,226270.03748847928,65696.87399825963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,RIO + AMZN + BA + MRVL,Rebalanced annually,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,12.380615121194271,20.18217668987556,48.11441908972793,-23.500796116990216,20.162457114237334,39.7080214670419,32.406927447664806,3.3460685547996896,63.101794372299636,30.508745036458635,2022,-23.500796116990216,2017,63.101794372299636,300000.0,160000.0,10,3,No,2019,565939.0784331486,0.0,565939.0784331486,265939.07843314856,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",231526.2351093759,217623.4439060213,64905.27353043281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,RIO + AMZN + PH + MRVL,Rebalanced annually,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,16.59949074196981,38.100588784213166,54.10809185963994,-23.883821243509598,26.226176800465737,56.87846997528598,41.76039950395585,-5.528224083297379,50.65158849812398,39.574882331631514,2022,-23.883821243509598,2020,56.87846997528598,300000.0,160000.0,10,3,No,2019,560903.2777756993,0.0,560903.2777756993,260903.27777569927,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",258724.64699489455,229772.79053397238,57070.43579080887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,RIO + SONY + PH + MRVL,Rebalanced annually,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,20.627383672200782,30.125564765812094,40.12581134628681,-21.296065086421958,32.04117650488504,50.23994972854913,46.4758270668714,-10.646525536991486,51.9887478673002,40.489002312240615,2022,-21.296065086421958,2017,51.9887478673002,300000.0,160000.0,10,3,No,2019,556351.3048890932,0.0,556351.3048890932,256351.30488909315,5,84,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",261467.00693672185,237400.42992923048,52125.53253188738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
