Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Stock 4 Top100 Uses,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Annual Withdrawal ($),Target Withdrawals,Withdrawals Fully Funded,Full 10Y Withdrawal Goal,Depleted Year,Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Ranking Window Start,Ranking Window End,Ranking Source,Ranking Method,2016 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2025 Balance After Withdrawal ($)
11,NEM + UNH + DE + SHOP,Not rebalanced,NEM,Basic Materials,Newmont Corporation,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,DE,Industrials,Deere & Company Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,0.0,0.0,57.901887434748446,-58.335848620166296,22.637391745378423,136.23211939075458,98.47891134022994,15.240548410865596,59.556599962254865,58.401805882245775,2022,-58.335848620166296,2020,136.23211939075458,300000.0,160000.0,10,7,No,2023,1217777.2299627783,0.0,1217777.2299627783,917777.2299627783,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",315205.4176467373,342931.0472939594,235195.6195726837,306813.7052477714,564792.518488113,532646.8134468559,61922.77467435843,0.0,0.0,0.0
12,NEM + UNH + CAT + SHOP,Not rebalanced,NEM,Basic Materials,Newmont Corporation,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,0.0,0.0,68.23431137019998,-60.616682444625035,21.7999569488454,133.01342465399335,98.95842430213723,11.16556044797219,64.04195101402436,59.193479926055815,2022,-60.616682444625035,2020,133.01342465399335,300000.0,160000.0,10,7,No,2023,1217476.2337627949,0.0,1217476.2337627949,917476.2337627949,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",317580.43977816746,360965.1494510247,241268.93140909204,320024.8642621338,585700.8959614915,553383.4391300984,57940.75713146181,0.0,0.0,0.0
13,BHP + UNH + CAT + SHOP,Not rebalanced,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,0.0,0.0,68.87050041101348,-58.45690855349357,21.495186724134264,131.2027700931607,97.17780339674769,14.617587741094784,73.93389245801689,47.13161473744907,2022,-58.45690855349357,2020,131.2027700931607,300000.0,160000.0,10,7,No,2023,1131391.446489432,0.0,1131391.446489432,831391.4464894319,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",281394.8442123472,329441.0057147081,217597.33378020057,269053.64299768873,462059.4756472197,401380.02271414525,6745.669884145667,0.0,0.0,0.0
14,RIO + UNH + CAT + SHOP,Not rebalanced,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,CAT,Industrials,Caterpillar Inc. Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,0.0,0.0,67.86142486193381,-58.56729239405918,21.25679466872812,132.1023112233035,100.2639220218494,11.945606184349433,76.72056961489928,46.48059061335874,2022,-58.56729239405918,2020,132.1023112233035,300000.0,160000.0,10,7,No,2023,1129757.9853077761,0.0,1129757.9853077761,829757.9853077761,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",279441.77184007625,333831.09093775006,213709.2383820911,267982.5025069991,461993.5819927922,400198.6090997022,5813.119551321666,0.0,0.0,0.0
15,BHP + UNH + DE + SHOP,Not rebalanced,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,UNH,Health Care,UnitedHealth Group Incorporated Common Stock (DE),5,DE,Industrials,Deere & Company Common Stock,5,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,5,0.0,0.0,58.909227662120365,-56.20223359595512,22.342406261437397,134.41871220367943,96.70899984194814,18.895926736878454,69.13235632234887,46.339940693639,2022,-56.20223359595512,2020,134.41871220367943,300000.0,160000.0,10,7,No,2023,1126670.046884496,0.0,1126670.046884496,826670.046884496,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",279019.822080917,311912.7996918804,210851.61380460463,254764.1006656448,437214.7239376899,374899.01379467046,4197.394312857767,0.0,0.0,0.0
16,BHP + ISRG + DE + MU,Not rebalanced,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,5,DE,Industrials,Deere & Company Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,33.88833107821638,1.1279711786706281,62.38198775351531,37.92631144250158,2025,0.0,2017,62.38198775351531,300000.0,160000.0,10,3,No,2019,607106.6126663534,0.0,607106.6126663534,307106.61266635335,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",253778.93432750477,252091.27806069044,94934.79502115748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,RIO + BHP + DE + MU,Not rebalanced,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,DE,Industrials,Deere & Company Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,38.01533390121432,-6.510355095027698,56.06326683794438,43.709075845957,2018,-6.510355095027698,2017,56.06326683794438,300000.0,160000.0,10,3,No,2019,598692.2357635015,0.0,598692.2357635015,298692.2357635015,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",271127.227537871,263130.00858274824,85999.31066243447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,RIO + BHP + CME + MU,Not rebalanced,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),5,CME,Finance,CME Group Inc. Class A Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,35.09774135434769,0.558894014319411,50.78943458352978,42.456905064519354,2025,0.0,2017,50.78943458352978,300000.0,160000.0,10,3,No,2019,594192.4930200145,0.0,594192.4930200145,294192.4930200145,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",267370.7151935581,243166.789682306,84525.83431465307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,RIO + CME + BA + MU,Not rebalanced,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,CME,Finance,CME Group Inc. Class A Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,29.013258704483814,1.0936031386894918,64.30530492009319,34.82173391179104,2025,0.0,2017,64.30530492009319,300000.0,160000.0,10,3,No,2019,588773.914295047,0.0,588773.914295047,288773.91429504706,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",244465.20173537312,241669.29513482575,84312.19813166899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,RIO + CME + PH + MU,Not rebalanced,RIO,Basic Materials,Rio Tinto Plc Common Stock,5,CME,Finance,CME Group Inc. Class A Common Stock,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MU,Technology,Micron Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,38.94749938554529,-7.535521519848132,53.45227213384327,43.887871206963936,2018,-7.535521519848132,2017,53.45227213384327,300000.0,160000.0,10,3,No,2019,587708.2013270992,0.0,587708.2013270992,287708.20132709923,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",271663.6136208918,256873.98766216345,77517.19304298912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AEM + CME + BA + AMAT,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,CME,Finance,CME Group Inc. Class A Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,34.36454957997752,-4.307914897520737,46.6273488554501,45.594867348245,2018,-4.307914897520737,2017,46.6273488554501,300000.0,160000.0,10,3,No,2019,581111.0207836215,0.0,581111.0207836215,281111.02078362147,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",276784.602044735,245841.92401830282,75251.26314916674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AEM + CME + PH + AMAT,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,CME,Finance,CME Group Inc. Class A Common Stock,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,45.930873419035834,-13.281296881219673,37.56657099354683,54.6610046434179,2018,-13.281296881219673,2016,54.6610046434179,300000.0,160000.0,10,3,No,2019,573234.4879207052,0.0,573234.4879207052,273234.4879207052,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",303983.0139302537,258179.0086666859,63889.48804067349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AEM + NFLX + BA + AMAT,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,37.58582119729827,-3.2659686328151194,51.70232950789189,39.171167208358405,2018,-3.2659686328151194,2017,51.70232950789189,300000.0,160000.0,10,3,No,2019,566845.4004953005,0.0,566845.4004953005,266845.40049530054,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",257513.50162507524,230653.98076258216,63120.894100536825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,AEM + AMZN + BA + AMAT,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,38.420758598968895,-5.245325620008323,51.897042959277286,39.84863303597101,2018,-5.245325620008323,2017,51.897042959277286,300000.0,160000.0,10,3,No,2019,565759.6351964925,0.0,565759.6351964925,265759.63519649254,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",259545.89910791302,234242.54586698912,61955.761595668155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AEM + SONY + BA + AMAT,Not rebalanced,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,5,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,5,BA,Industrials,Boeing Company (The) Common Stock,5,AMAT,Technology,Applied Materials Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,43.67697359218725,-9.175726207192225,53.01205323012768,40.7627530165801,2018,-9.175726207192225,2017,53.01205323012768,300000.0,160000.0,10,3,No,2019,565040.4284013315,0.0,565040.4284013315,265040.42840133153,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",262288.25904974027,241332.65055356384,59188.62729020885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,NFLX + SONY + PH + MRVL,Not rebalanced,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,41.241222254413486,-3.65551934168008,54.13949993952092,32.736583902017834,2018,-3.65551934168008,2017,54.13949993952092,300000.0,160000.0,10,3,No,2019,535934.3293316693,0.0,535934.3293316693,235934.32933166926,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",238209.7517060535,207175.3200868853,39601.98618992156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,NFLX + PGR + PH + MRVL,Not rebalanced,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,PGR,Finance,Progressive Corporation (The) Common Stock,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,36.9475929349518,-3.318565187126077,54.204513003508524,32.81112929396952,2018,-3.318565187126077,2017,54.204513003508524,300000.0,160000.0,10,3,No,2019,535851.628371544,0.0,535851.628371544,235851.62837154395,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",238433.38788190857,207675.0446210635,40783.21288792035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,AMZN + SONY + PH + MRVL,Not rebalanced,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,5,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,5,PH,Industrials,Parker-Hannifin Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,42.16221386694903,-5.695156393675704,54.33122869956011,33.41404972963042,2018,-5.695156393675704,2017,54.33122869956011,300000.0,160000.0,10,3,No,2019,535109.2615915627,0.0,535109.2615915627,235109.26159156265,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",240242.1491888913,210768.6606974461,38765.05584187087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,NFLX + PGR + UNP + MRVL,Not rebalanced,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,PGR,Finance,Progressive Corporation (The) Common Stock,5,UNP,Industrials,Union Pacific Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,35.44133035384669,4.278430234468389,51.11128140850918,29.91248728555056,2025,0.0,2017,51.11128140850918,300000.0,160000.0,10,3,No,2019,527630.2453036368,0.0,527630.2453036368,227630.24530363677,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",229737.4618566517,187159.22248697135,35166.69924844988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,NFLX + SONY + UNP + MRVL,Not rebalanced,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,5,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,5,UNP,Industrials,Union Pacific Corporation Common Stock,5,MRVL,Technology,Marvell Technology Inc. Common Stock,5,0.0,0.0,0.0,0.0,0.0,0.0,39.58713982345883,3.934687611165666,51.04304096927277,29.837941893598916,2025,0.0,2017,51.04304096927277,300000.0,160000.0,10,3,No,2019,527472.6553104973,0.0,527472.6553104973,227472.65531049727,5,82,2016,2025,annual_performance_160k_source.csv,"Rank by full withdrawals funded, then total cash delivered, then ending balance; greedily enforce max 5 Top-100 appearances per ticker.",229513.82568079676,186664.66175319115,34009.33307361824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
